Period,Area,Benchmark,House_type,,,,,
Apr-09,Burnaby North,304300.00 ,Apartment,,,,,
Apr-09,Burnaby South,328800.00 ,Apartment,,,,,
Apr-09,Coquitlam,231600.00 ,Apartment,,,,,
Apr-09,Ladner,300500.00 ,Apartment,,,,,
Apr-09,Maple Ridge,196600.00 ,Apartment,,,,,
Apr-09,New Westminster,243600.00 ,Apartment,,,,,
Apr-09,North Vancouver,308900.00 ,Apartment,,,,,
Apr-09,Pitt Meadows,238100.00 ,Apartment,,,,,
Apr-09,Port Coquitlam,230800.00 ,Apartment,,,,,
Apr-09,Port Moody,293000.00 ,Apartment,,,,,
Apr-09,Richmond,310000.00 ,Apartment,,,,,
Apr-09,Squamish,248300.00 ,Apartment,,,,,
Apr-09,Tsawwassen,325800.00 ,Apartment,,,,,
Apr-09,Vancouver East,271500.00 ,Apartment,,,,,
Apr-09,Vancouver West,405000.00 ,Apartment,,,,,
Apr-09,West Vancouver,606300.00 ,Apartment,,,,,
Apr-09,Whistler,312500.00 ,Apartment,,,,,
May-09,Lower Mainland,603000.00 ,Detached,,,,,
May-09,Bowen Island,567800.00 ,Detached,,,,,
May-09,Burnaby East,584000.00 ,Detached,,,,,
May-09,Burnaby North,687800.00 ,Detached,,,,,
May-09,Burnaby South,684300.00 ,Detached,,,,,
May-09,Coquitlam,569100.00 ,Detached,,,,,
May-09,Ladner,536900.00 ,Detached,,,,,
May-09,Maple Ridge,427500.00 ,Detached,,,,,
May-09,New Westminster,527500.00 ,Detached,,,,,
May-09,North Vancouver,784900.00 ,Detached,,,,,
May-09,Pitt Meadows,447800.00 ,Detached,,,,,
May-09,Port Coquitlam,472200.00 ,Detached,,,,,
May-09,Port Moody,686100.00 ,Detached,,,,,
May-09,Richmond,709800.00 ,Detached,,,,,
May-09,Squamish,469800.00 ,Detached,,,,,
May-09,Sunshine Coast,359700.00 ,Detached,,,,,
May-09,Tsawwassen,580700.00 ,Detached,,,,,
May-09,Vancouver East,618800.00 ,Detached,,,,,
May-09,Vancouver West,1397000.00 ,Detached,,,,,
May-09,West Vancouver,1272200.00 ,Detached,,,,,
May-09,Whistler,903600.00 ,Detached,,,,,
May-09,Lower Mainland,359800.00 ,Townhouse,,,,,
May-09,Burnaby East,359800.00 ,Townhouse,,,,,
May-09,Burnaby North,370000.00 ,Townhouse,,,,,
May-09,Burnaby South,393400.00 ,Townhouse,,,,,
May-09,Coquitlam,346400.00 ,Townhouse,,,,,
May-09,Ladner,381400.00 ,Townhouse,,,,,
May-09,Maple Ridge,283900.00 ,Townhouse,,,,,
May-09,New Westminster,368200.00 ,Townhouse,,,,,
May-09,North Vancouver,515700.00 ,Townhouse,,,,,
May-09,Pitt Meadows,305500.00 ,Townhouse,,,,,
May-09,Port Coquitlam,344400.00 ,Townhouse,,,,,
May-09,Port Moody,376400.00 ,Townhouse,,,,,
May-09,Richmond,405300.00 ,Townhouse,,,,,
May-09,Squamish,368900.00 ,Townhouse,,,,,
May-09,Tsawwassen,348900.00 ,Townhouse,,,,,
May-09,Vancouver East,439900.00 ,Townhouse,,,,,
May-09,Vancouver West,569300.00 ,Townhouse,,,,,
May-09,Whistler,503100.00 ,Townhouse,,,,,
May-09,Lower Mainland,321000.00 ,Apartment,,,,,
May-09,Burnaby East,366200.00 ,Apartment,,,,,
May-09,Burnaby North,308000.00 ,Apartment,,,,,
May-09,Burnaby South,332000.00 ,Apartment,,,,,
May-09,Coquitlam,233400.00 ,Apartment,,,,,
May-09,Ladner,299000.00 ,Apartment,,,,,
May-09,Maple Ridge,196800.00 ,Apartment,,,,,
May-09,New Westminster,245300.00 ,Apartment,,,,,
May-09,North Vancouver,314100.00 ,Apartment,,,,,
May-09,Pitt Meadows,238300.00 ,Apartment,,,,,
May-09,Port Coquitlam,232300.00 ,Apartment,,,,,
May-09,Port Moody,298000.00 ,Apartment,,,,,
May-09,Richmond,315800.00 ,Apartment,,,,,
May-09,Squamish,253000.00 ,Apartment,,,,,
May-09,Tsawwassen,324100.00 ,Apartment,,,,,
May-09,Vancouver East,276500.00 ,Apartment,,,,,
May-09,Vancouver West,416700.00 ,Apartment,,,,,
May-09,West Vancouver,625000.00 ,Apartment,,,,,
May-09,Whistler,318300.00 ,Apartment,,,,,
Jun-09,Lower Mainland,609600.00 ,Detached,,,,,
Jun-09,Bowen Island,572900.00 ,Detached,,,,,
Jun-09,Burnaby East,598800.00 ,Detached,,,,,
Jun-09,Burnaby North,698100.00 ,Detached,,,,,
Jun-09,Burnaby South,700500.00 ,Detached,,,,,
Jun-09,Coquitlam,574000.00 ,Detached,,,,,
Jun-09,Ladner,543600.00 ,Detached,,,,,
Jun-09,Maple Ridge,430000.00 ,Detached,,,,,
Jun-09,New Westminster,540800.00 ,Detached,,,,,
Jun-09,North Vancouver,798300.00 ,Detached,,,,,
Jun-09,Pitt Meadows,453200.00 ,Detached,,,,,
Jun-09,Port Coquitlam,476700.00 ,Detached,,,,,
Jun-09,Port Moody,688800.00 ,Detached,,,,,
Jun-09,Richmond,719100.00 ,Detached,,,,,
Jun-09,Squamish,471700.00 ,Detached,,,,,
Jun-09,Sunshine Coast,364200.00 ,Detached,,,,,
Jun-09,Tsawwassen,588300.00 ,Detached,,,,,
Jun-09,Vancouver East,629700.00 ,Detached,,,,,
Jun-09,Vancouver West,1424600.00 ,Detached,,,,,
Jun-09,West Vancouver,1284900.00 ,Detached,,,,,
Jun-09,Whistler,910800.00 ,Detached,,,,,
Jun-09,Lower Mainland,361200.00 ,Townhouse,,,,,
Jun-09,Burnaby East,362200.00 ,Townhouse,,,,,
Jun-09,Burnaby North,377000.00 ,Townhouse,,,,,
Jun-09,Burnaby South,396300.00 ,Townhouse,,,,,
Jun-09,Coquitlam,347200.00 ,Townhouse,,,,,
Jun-09,Ladner,387000.00 ,Townhouse,,,,,
Jun-09,Maple Ridge,282800.00 ,Townhouse,,,,,
Jun-09,New Westminster,371200.00 ,Townhouse,,,,,
Jun-09,North Vancouver,522700.00 ,Townhouse,,,,,
Jun-09,Pitt Meadows,306900.00 ,Townhouse,,,,,
Jun-09,Port Coquitlam,345200.00 ,Townhouse,,,,,
Jun-09,Port Moody,379000.00 ,Townhouse,,,,,
Jun-09,Richmond,408000.00 ,Townhouse,,,,,
Jun-09,Squamish,368900.00 ,Townhouse,,,,,
Jun-09,Tsawwassen,354000.00 ,Townhouse,,,,,
Jun-09,Vancouver East,449300.00 ,Townhouse,,,,,
Jun-09,Vancouver West,577000.00 ,Townhouse,,,,,
Jun-09,Whistler,503100.00 ,Townhouse,,,,,
Jun-09,Lower Mainland,325900.00 ,Apartment,,,,,
Jun-09,Burnaby East,369900.00 ,Apartment,,,,,
Jun-09,Burnaby North,311500.00 ,Apartment,,,,,
Jun-09,Burnaby South,335000.00 ,Apartment,,,,,
Jun-09,Coquitlam,235200.00 ,Apartment,,,,,
Jun-09,Ladner,297500.00 ,Apartment,,,,,
Jun-09,Maple Ridge,197100.00 ,Apartment,,,,,
Jun-09,New Westminster,247300.00 ,Apartment,,,,,
Jun-09,North Vancouver,319500.00 ,Apartment,,,,,
Jun-09,Pitt Meadows,238600.00 ,Apartment,,,,,
Jun-09,Port Coquitlam,234100.00 ,Apartment,,,,,
Jun-09,Port Moody,303100.00 ,Apartment,,,,,
Jun-09,Richmond,321600.00 ,Apartment,,,,,
Jun-09,Squamish,257600.00 ,Apartment,,,,,
Jun-09,Tsawwassen,322500.00 ,Apartment,,,,,
Jun-09,Vancouver East,281600.00 ,Apartment,,,,,
Jun-09,Vancouver West,427800.00 ,Apartment,,,,,
Jun-09,West Vancouver,644200.00 ,Apartment,,,,,
Jun-09,Whistler,324200.00 ,Apartment,,,,,
Jul-09,Lower Mainland,619400.00 ,Detached,,,,,
Jul-09,Bowen Island,582600.00 ,Detached,,,,,
Jul-09,Burnaby East,606800.00 ,Detached,,,,,
Jul-09,Burnaby North,709000.00 ,Detached,,,,,
Jul-09,Burnaby South,709900.00 ,Detached,,,,,
Jul-09,Coquitlam,584000.00 ,Detached,,,,,
Jul-09,Ladner,550700.00 ,Detached,,,,,
Jul-09,Maple Ridge,434900.00 ,Detached,,,,,
Jul-09,New Westminster,548000.00 ,Detached,,,,,
Jul-09,North Vancouver,815400.00 ,Detached,,,,,
Jul-09,Pitt Meadows,459900.00 ,Detached,,,,,
Jul-09,Port Coquitlam,485700.00 ,Detached,,,,,
Jul-09,Port Moody,700200.00 ,Detached,,,,,
Jul-09,Richmond,735600.00 ,Detached,,,,,
Jul-09,Squamish,479300.00 ,Detached,,,,,
Jul-09,Sunshine Coast,366800.00 ,Detached,,,,,
Jul-09,Tsawwassen,590500.00 ,Detached,,,,,
Jul-09,Vancouver East,643800.00 ,Detached,,,,,
Jul-09,Vancouver West,1467100.00 ,Detached,,,,,
Jul-09,West Vancouver,1325200.00 ,Detached,,,,,
Jul-09,Whistler,923000.00 ,Detached,,,,,
Jul-09,Lower Mainland,365600.00 ,Townhouse,,,,,
Jul-09,Burnaby East,367400.00 ,Townhouse,,,,,
Jul-09,Burnaby North,379400.00 ,Townhouse,,,,,
Jul-09,Burnaby South,403500.00 ,Townhouse,,,,,
Jul-09,Coquitlam,351500.00 ,Townhouse,,,,,
Jul-09,Ladner,392600.00 ,Townhouse,,,,,
Jul-09,Maple Ridge,285400.00 ,Townhouse,,,,,
Jul-09,New Westminster,376400.00 ,Townhouse,,,,,
Jul-09,North Vancouver,533400.00 ,Townhouse,,,,,
Jul-09,Pitt Meadows,306200.00 ,Townhouse,,,,,
Jul-09,Port Coquitlam,350000.00 ,Townhouse,,,,,
Jul-09,Port Moody,384400.00 ,Townhouse,,,,,
Jul-09,Richmond,415300.00 ,Townhouse,,,,,
Jul-09,Squamish,367400.00 ,Townhouse,,,,,
Jul-09,Tsawwassen,359100.00 ,Townhouse,,,,,
Jul-09,Vancouver East,454400.00 ,Townhouse,,,,,
Jul-09,Vancouver West,587700.00 ,Townhouse,,,,,
Jul-09,Whistler,501000.00 ,Townhouse,,,,,
Jul-09,Lower Mainland,330500.00 ,Apartment,,,,,
Jul-09,Burnaby East,376900.00 ,Apartment,,,,,
Jul-09,Burnaby North,316700.00 ,Apartment,,,,,
Jul-09,Burnaby South,341200.00 ,Apartment,,,,,
Jul-09,Coquitlam,239400.00 ,Apartment,,,,,
Jul-09,Ladner,301600.00 ,Apartment,,,,,
Jul-09,Maple Ridge,198900.00 ,Apartment,,,,,
Jul-09,New Westminster,250600.00 ,Apartment,,,,,
Jul-09,North Vancouver,325400.00 ,Apartment,,,,,
Jul-09,Pitt Meadows,240800.00 ,Apartment,,,,,
Jul-09,Port Coquitlam,235800.00 ,Apartment,,,,,
Jul-09,Port Moody,307200.00 ,Apartment,,,,,
Jul-09,Richmond,327900.00 ,Apartment,,,,,
Jul-09,Squamish,253800.00 ,Apartment,,,,,
Jul-09,Tsawwassen,326900.00 ,Apartment,,,,,
Jul-09,Vancouver East,286600.00 ,Apartment,,,,,
Jul-09,Vancouver West,435500.00 ,Apartment,,,,,
Jul-09,West Vancouver,649200.00 ,Apartment,,,,,
Jul-09,Whistler,319400.00 ,Apartment,,,,,
Aug-09,Lower Mainland,629300.00 ,Detached,,,,,
Aug-09,Bowen Island,593200.00 ,Detached,,,,,
Aug-09,Burnaby East,615300.00 ,Detached,,,,,
Aug-09,Burnaby North,720300.00 ,Detached,,,,,
Aug-09,Burnaby South,719800.00 ,Detached,,,,,
Aug-09,Coquitlam,593900.00 ,Detached,,,,,
Aug-09,Ladner,558600.00 ,Detached,,,,,
Aug-09,Maple Ridge,440200.00 ,Detached,,,,,
Aug-09,New Westminster,556000.00 ,Detached,,,,,
Aug-09,North Vancouver,832600.00 ,Detached,,,,,
Aug-09,Pitt Meadows,466700.00 ,Detached,,,,,
Aug-09,Port Coquitlam,495100.00 ,Detached,,,,,
Aug-09,Port Moody,711500.00 ,Detached,,,,,
Aug-09,Richmond,752600.00 ,Detached,,,,,
Aug-09,Squamish,487600.00 ,Detached,,,,,
Aug-09,Sunshine Coast,369600.00 ,Detached,,,,,
Aug-09,Tsawwassen,592800.00 ,Detached,,,,,
Aug-09,Vancouver East,657800.00 ,Detached,,,,,
Aug-09,Vancouver West,1511600.00 ,Detached,,,,,
Aug-09,West Vancouver,1364400.00 ,Detached,,,,,
Aug-09,Whistler,936000.00 ,Detached,,,,,
Aug-09,Lower Mainland,370000.00 ,Townhouse,,,,,
Aug-09,Burnaby East,372800.00 ,Townhouse,,,,,
Aug-09,Burnaby North,381800.00 ,Townhouse,,,,,
Aug-09,Burnaby South,410800.00 ,Townhouse,,,,,
Aug-09,Coquitlam,355900.00 ,Townhouse,,,,,
Aug-09,Ladner,398400.00 ,Townhouse,,,,,
Aug-09,Maple Ridge,287800.00 ,Townhouse,,,,,
Aug-09,New Westminster,381500.00 ,Townhouse,,,,,
Aug-09,North Vancouver,544900.00 ,Townhouse,,,,,
Aug-09,Pitt Meadows,305300.00 ,Townhouse,,,,,
Aug-09,Port Coquitlam,355000.00 ,Townhouse,,,,,
Aug-09,Port Moody,389700.00 ,Townhouse,,,,,
Aug-09,Richmond,422600.00 ,Townhouse,,,,,
Aug-09,Squamish,365900.00 ,Townhouse,,,,,
Aug-09,Tsawwassen,364500.00 ,Townhouse,,,,,
Aug-09,Vancouver East,459400.00 ,Townhouse,,,,,
Aug-09,Vancouver West,598800.00 ,Townhouse,,,,,
Aug-09,Whistler,499000.00 ,Townhouse,,,,,
Aug-09,Lower Mainland,335000.00 ,Apartment,,,,,
Aug-09,Burnaby East,384000.00 ,Apartment,,,,,
Aug-09,Burnaby North,322100.00 ,Apartment,,,,,
Aug-09,Burnaby South,347700.00 ,Apartment,,,,,
Aug-09,Coquitlam,243600.00 ,Apartment,,,,,
Aug-09,Ladner,305900.00 ,Apartment,,,,,
Aug-09,Maple Ridge,200800.00 ,Apartment,,,,,
Aug-09,New Westminster,254000.00 ,Apartment,,,,,
Aug-09,North Vancouver,331300.00 ,Apartment,,,,,
Aug-09,Pitt Meadows,243200.00 ,Apartment,,,,,
Aug-09,Port Coquitlam,237600.00 ,Apartment,,,,,
Aug-09,Port Moody,311500.00 ,Apartment,,,,,
Aug-09,Richmond,334700.00 ,Apartment,,,,,
Aug-09,Squamish,249900.00 ,Apartment,,,,,
Aug-09,Tsawwassen,331600.00 ,Apartment,,,,,
Aug-09,Vancouver East,292000.00 ,Apartment,,,,,
Aug-09,Vancouver West,441600.00 ,Apartment,,,,,
Aug-09,West Vancouver,654600.00 ,Apartment,,,,,
Aug-09,Whistler,314500.00 ,Apartment,,,,,
Sep-09,Lower Mainland,640100.00 ,Detached,,,,,
Sep-09,Bowen Island,603800.00 ,Detached,,,,,
Sep-09,Burnaby East,623800.00 ,Detached,,,,,
Sep-09,Burnaby North,732200.00 ,Detached,,,,,
Sep-09,Burnaby South,729200.00 ,Detached,,,,,
Sep-09,Coquitlam,604700.00 ,Detached,,,,,
Sep-09,Ladner,566100.00 ,Detached,,,,,
Sep-09,Maple Ridge,445100.00 ,Detached,,,,,
Sep-09,New Westminster,563600.00 ,Detached,,,,,
Sep-09,North Vancouver,849700.00 ,Detached,,,,,
Sep-09,Pitt Meadows,473800.00 ,Detached,,,,,
Sep-09,Port Coquitlam,504800.00 ,Detached,,,,,
Sep-09,Port Moody,722900.00 ,Detached,,,,,
Sep-09,Richmond,769600.00 ,Detached,,,,,
Sep-09,Squamish,496000.00 ,Detached,,,,,
Sep-09,Sunshine Coast,372500.00 ,Detached,,,,,
Sep-09,Tsawwassen,595500.00 ,Detached,,,,,
Sep-09,Vancouver East,672400.00 ,Detached,,,,,
Sep-09,Vancouver West,1557100.00 ,Detached,,,,,
Sep-09,West Vancouver,1406700.00 ,Detached,,,,,
Sep-09,Whistler,948900.00 ,Detached,,,,,
Sep-09,Lower Mainland,374400.00 ,Townhouse,,,,,
Sep-09,Burnaby East,377900.00 ,Townhouse,,,,,
Sep-09,Burnaby North,384500.00 ,Townhouse,,,,,
Sep-09,Burnaby South,418000.00 ,Townhouse,,,,,
Sep-09,Coquitlam,360500.00 ,Townhouse,,,,,
Sep-09,Ladner,404300.00 ,Townhouse,,,,,
Sep-09,Maple Ridge,290400.00 ,Townhouse,,,,,
Sep-09,New Westminster,386400.00 ,Townhouse,,,,,
Sep-09,North Vancouver,556000.00 ,Townhouse,,,,,
Sep-09,Pitt Meadows,304600.00 ,Townhouse,,,,,
Sep-09,Port Coquitlam,360000.00 ,Townhouse,,,,,
Sep-09,Port Moody,395000.00 ,Townhouse,,,,,
Sep-09,Richmond,430300.00 ,Townhouse,,,,,
Sep-09,Squamish,364300.00 ,Townhouse,,,,,
Sep-09,Tsawwassen,369800.00 ,Townhouse,,,,,
Sep-09,Vancouver East,464400.00 ,Townhouse,,,,,
Sep-09,Vancouver West,610400.00 ,Townhouse,,,,,
Sep-09,Whistler,496900.00 ,Townhouse,,,,,
Sep-09,Lower Mainland,340600.00 ,Apartment,,,,,
Sep-09,Burnaby East,391300.00 ,Apartment,,,,,
Sep-09,Burnaby North,327500.00 ,Apartment,,,,,
Sep-09,Burnaby South,354200.00 ,Apartment,,,,,
Sep-09,Coquitlam,247800.00 ,Apartment,,,,,
Sep-09,Ladner,310100.00 ,Apartment,,,,,
Sep-09,Maple Ridge,202800.00 ,Apartment,,,,,
Sep-09,New Westminster,257300.00 ,Apartment,,,,,
Sep-09,North Vancouver,337100.00 ,Apartment,,,,,
Sep-09,Pitt Meadows,245600.00 ,Apartment,,,,,
Sep-09,Port Coquitlam,239300.00 ,Apartment,,,,,
Sep-09,Port Moody,315800.00 ,Apartment,,,,,
Sep-09,Richmond,341500.00 ,Apartment,,,,,
Sep-09,Squamish,246300.00 ,Apartment,,,,,
Sep-09,Tsawwassen,336200.00 ,Apartment,,,,,
Sep-09,Vancouver East,297300.00 ,Apartment,,,,,
Sep-09,Vancouver West,451800.00 ,Apartment,,,,,
Sep-09,West Vancouver,659500.00 ,Apartment,,,,,
Sep-09,Whistler,309900.00 ,Apartment,,,,,
Oct-09,Lower Mainland,646600.00 ,Detached,,,,,
Oct-09,Bowen Island,607000.00 ,Detached,,,,,
Oct-09,Burnaby East,632800.00 ,Detached,,,,,
Oct-09,Burnaby North,741000.00 ,Detached,,,,,
Oct-09,Burnaby South,742300.00 ,Detached,,,,,
Oct-09,Coquitlam,611000.00 ,Detached,,,,,
Oct-09,Ladner,569500.00 ,Detached,,,,,
Oct-09,Maple Ridge,448600.00 ,Detached,,,,,
Oct-09,New Westminster,572400.00 ,Detached,,,,,
Oct-09,North Vancouver,859900.00 ,Detached,,,,,
Oct-09,Pitt Meadows,476200.00 ,Detached,,,,,
Oct-09,Port Coquitlam,510100.00 ,Detached,,,,,
Oct-09,Port Moody,730500.00 ,Detached,,,,,
Oct-09,Richmond,783100.00 ,Detached,,,,,
Oct-09,Squamish,493300.00 ,Detached,,,,,
Oct-09,Sunshine Coast,374800.00 ,Detached,,,,,
Oct-09,Tsawwassen,598200.00 ,Detached,,,,,
Oct-09,Vancouver East,681000.00 ,Detached,,,,,
Oct-09,Vancouver West,1585800.00 ,Detached,,,,,
Oct-09,West Vancouver,1419500.00 ,Detached,,,,,
Oct-09,Whistler,943900.00 ,Detached,,,,,
Oct-09,Lower Mainland,378000.00 ,Townhouse,,,,,
Oct-09,Burnaby East,384400.00 ,Townhouse,,,,,
Oct-09,Burnaby North,387700.00 ,Townhouse,,,,,
Oct-09,Burnaby South,421800.00 ,Townhouse,,,,,
Oct-09,Coquitlam,364300.00 ,Townhouse,,,,,
Oct-09,Ladner,408400.00 ,Townhouse,,,,,
Oct-09,Maple Ridge,292700.00 ,Townhouse,,,,,
Oct-09,New Westminster,392700.00 ,Townhouse,,,,,
Oct-09,North Vancouver,558900.00 ,Townhouse,,,,,
Oct-09,Pitt Meadows,307600.00 ,Townhouse,,,,,
Oct-09,Port Coquitlam,362900.00 ,Townhouse,,,,,
Oct-09,Port Moody,398900.00 ,Townhouse,,,,,
Oct-09,Richmond,436700.00 ,Townhouse,,,,,
Oct-09,Squamish,363100.00 ,Townhouse,,,,,
Oct-09,Tsawwassen,373700.00 ,Townhouse,,,,,
Oct-09,Vancouver East,468200.00 ,Townhouse,,,,,
Oct-09,Vancouver West,618500.00 ,Townhouse,,,,,
Oct-09,Whistler,495200.00 ,Townhouse,,,,,
Oct-09,Lower Mainland,342000.00 ,Apartment,,,,,
Oct-09,Burnaby East,395400.00 ,Apartment,,,,,
Oct-09,Burnaby North,331400.00 ,Apartment,,,,,
Oct-09,Burnaby South,357400.00 ,Apartment,,,,,
Oct-09,Coquitlam,250600.00 ,Apartment,,,,,
Oct-09,Ladner,312300.00 ,Apartment,,,,,
Oct-09,Maple Ridge,202100.00 ,Apartment,,,,,
Oct-09,New Westminster,260700.00 ,Apartment,,,,,
Oct-09,North Vancouver,340300.00 ,Apartment,,,,,
Oct-09,Pitt Meadows,244700.00 ,Apartment,,,,,
Oct-09,Port Coquitlam,242100.00 ,Apartment,,,,,
Oct-09,Port Moody,318900.00 ,Apartment,,,,,
Oct-09,Richmond,345700.00 ,Apartment,,,,,
Oct-09,Squamish,248700.00 ,Apartment,,,,,
Oct-09,Tsawwassen,338500.00 ,Apartment,,,,,
Oct-09,Vancouver East,300500.00 ,Apartment,,,,,
Oct-09,Vancouver West,449000.00 ,Apartment,,,,,
Oct-09,West Vancouver,679700.00 ,Apartment,,,,,
Oct-09,Whistler,313000.00 ,Apartment,,,,,
Nov-09,Lower Mainland,653200.00 ,Detached,,,,,
Nov-09,Bowen Island,609800.00 ,Detached,,,,,
Nov-09,Burnaby East,642600.00 ,Detached,,,,,
Nov-09,Burnaby North,750800.00 ,Detached,,,,,
Nov-09,Burnaby South,755400.00 ,Detached,,,,,
Nov-09,Coquitlam,617300.00 ,Detached,,,,,
Nov-09,Ladner,572800.00 ,Detached,,,,,
Nov-09,Maple Ridge,452100.00 ,Detached,,,,,
Nov-09,New Westminster,581300.00 ,Detached,,,,,
Nov-09,North Vancouver,870000.00 ,Detached,,,,,
Nov-09,Pitt Meadows,478700.00 ,Detached,,,,,
Nov-09,Port Coquitlam,515300.00 ,Detached,,,,,
Nov-09,Port Moody,738100.00 ,Detached,,,,,
Nov-09,Richmond,796500.00 ,Detached,,,,,
Nov-09,Squamish,490300.00 ,Detached,,,,,
Nov-09,Sunshine Coast,376800.00 ,Detached,,,,,
Nov-09,Tsawwassen,601300.00 ,Detached,,,,,
Nov-09,Vancouver East,690100.00 ,Detached,,,,,
Nov-09,Vancouver West,1615400.00 ,Detached,,,,,
Nov-09,West Vancouver,1431100.00 ,Detached,,,,,
Nov-09,Whistler,938100.00 ,Detached,,,,,
Nov-09,Lower Mainland,381300.00 ,Townhouse,,,,,
Nov-09,Burnaby East,391200.00 ,Townhouse,,,,,
Nov-09,Burnaby North,390900.00 ,Townhouse,,,,,
Nov-09,Burnaby South,425600.00 ,Townhouse,,,,,
Nov-09,Coquitlam,367900.00 ,Townhouse,,,,,
Nov-09,Ladner,412600.00 ,Townhouse,,,,,
Nov-09,Maple Ridge,295500.00 ,Townhouse,,,,,
Nov-09,New Westminster,398700.00 ,Townhouse,,,,,
Nov-09,North Vancouver,561800.00 ,Townhouse,,,,,
Nov-09,Pitt Meadows,310600.00 ,Townhouse,,,,,
Nov-09,Port Coquitlam,366100.00 ,Townhouse,,,,,
Nov-09,Port Moody,402400.00 ,Townhouse,,,,,
Nov-09,Richmond,443000.00 ,Townhouse,,,,,
Nov-09,Squamish,361900.00 ,Townhouse,,,,,
Nov-09,Tsawwassen,377500.00 ,Townhouse,,,,,
Nov-09,Vancouver East,472600.00 ,Townhouse,,,,,
Nov-09,Vancouver West,627100.00 ,Townhouse,,,,,
Nov-09,Whistler,493600.00 ,Townhouse,,,,,
Nov-09,Lower Mainland,345700.00 ,Apartment,,,,,
Nov-09,Burnaby East,399900.00 ,Apartment,,,,,
Nov-09,Burnaby North,335200.00 ,Apartment,,,,,
Nov-09,Burnaby South,360400.00 ,Apartment,,,,,
Nov-09,Coquitlam,253500.00 ,Apartment,,,,,
Nov-09,Ladner,314600.00 ,Apartment,,,,,
Nov-09,Maple Ridge,201500.00 ,Apartment,,,,,
Nov-09,New Westminster,264000.00 ,Apartment,,,,,
Nov-09,North Vancouver,343800.00 ,Apartment,,,,,
Nov-09,Pitt Meadows,244000.00 ,Apartment,,,,,
Nov-09,Port Coquitlam,245100.00 ,Apartment,,,,,
Nov-09,Port Moody,322300.00 ,Apartment,,,,,
Nov-09,Richmond,349900.00 ,Apartment,,,,,
Nov-09,Squamish,251200.00 ,Apartment,,,,,
Nov-09,Tsawwassen,341100.00 ,Apartment,,,,,
Nov-09,Vancouver East,303900.00 ,Apartment,,,,,
Nov-09,Vancouver West,456100.00 ,Apartment,,,,,
Nov-09,West Vancouver,700300.00 ,Apartment,,,,,
Nov-09,Whistler,316000.00 ,Apartment,,,,,
Dec-09,Lower Mainland,659800.00 ,Detached,,,,,
Dec-09,Bowen Island,612100.00 ,Detached,,,,,
Dec-09,Burnaby East,652000.00 ,Detached,,,,,
Dec-09,Burnaby North,760700.00 ,Detached,,,,,
Dec-09,Burnaby South,768400.00 ,Detached,,,,,
Dec-09,Coquitlam,624100.00 ,Detached,,,,,
Dec-09,Ladner,576200.00 ,Detached,,,,,
Dec-09,Maple Ridge,455600.00 ,Detached,,,,,
Dec-09,New Westminster,590100.00 ,Detached,,,,,
Dec-09,North Vancouver,880800.00 ,Detached,,,,,
Dec-09,Pitt Meadows,481200.00 ,Detached,,,,,
Dec-09,Port Coquitlam,520600.00 ,Detached,,,,,
Dec-09,Port Moody,746200.00 ,Detached,,,,,
Dec-09,Richmond,810400.00 ,Detached,,,,,
Dec-09,Squamish,487600.00 ,Detached,,,,,
Dec-09,Sunshine Coast,378800.00 ,Detached,,,,,
Dec-09,Tsawwassen,604500.00 ,Detached,,,,,
Dec-09,Vancouver East,698700.00 ,Detached,,,,,
Dec-09,Vancouver West,1645100.00 ,Detached,,,,,
Dec-09,West Vancouver,1442800.00 ,Detached,,,,,
Dec-09,Whistler,933100.00 ,Detached,,,,,
Dec-09,Lower Mainland,384900.00 ,Townhouse,,,,,
Dec-09,Burnaby East,398000.00 ,Townhouse,,,,,
Dec-09,Burnaby North,393800.00 ,Townhouse,,,,,
Dec-09,Burnaby South,429400.00 ,Townhouse,,,,,
Dec-09,Coquitlam,369200.00 ,Townhouse,,,,,
Dec-09,Ladner,417100.00 ,Townhouse,,,,,
Dec-09,Maple Ridge,298100.00 ,Townhouse,,,,,
Dec-09,New Westminster,405200.00 ,Townhouse,,,,,
Dec-09,North Vancouver,564700.00 ,Townhouse,,,,,
Dec-09,Pitt Meadows,309200.00 ,Townhouse,,,,,
Dec-09,Port Coquitlam,370300.00 ,Townhouse,,,,,
Dec-09,Port Moody,403900.00 ,Townhouse,,,,,
Dec-09,Richmond,450700.00 ,Townhouse,,,,,
Dec-09,Squamish,360700.00 ,Townhouse,,,,,
Dec-09,Tsawwassen,381600.00 ,Townhouse,,,,,
Dec-09,Vancouver East,476700.00 ,Townhouse,,,,,
Dec-09,Vancouver West,635600.00 ,Townhouse,,,,,
Dec-09,Whistler,491900.00 ,Townhouse,,,,,
Dec-09,Lower Mainland,349000.00 ,Apartment,,,,,
Dec-09,Burnaby East,404300.00 ,Apartment,,,,,
Dec-09,Burnaby North,339200.00 ,Apartment,,,,,
Dec-09,Burnaby South,363600.00 ,Apartment,,,,,
Dec-09,Coquitlam,256400.00 ,Apartment,,,,,
Dec-09,Ladner,316800.00 ,Apartment,,,,,
Dec-09,Maple Ridge,200800.00 ,Apartment,,,,,
Dec-09,New Westminster,267200.00 ,Apartment,,,,,
Dec-09,North Vancouver,347200.00 ,Apartment,,,,,
